week_start,area,rainfall_mm,rainfall_lag1,rainfall_lag2,rainfall_lag3,rainfall_lag4,dengue_cases,rainfall_roll2w,rainfall_roll4w,rainfall_roll4w_sum,week_of_year,sin_week,cos_week,cases_lag1
2022-07-18,Jurong West,148.9,79.6,124.1,97.8,75.4,3,114.25,112.6,450.4,29,-0.3546048870425356,-0.9350162426854148,8.0
2022-07-25,Jurong West,176.5,148.9,79.6,124.1,97.8,8,162.7,132.27499999999998,529.0999999999999,30,-0.46472317204376806,-0.8854560256532101,3.0
2022-08-01,Jurong West,127.6,176.5,148.9,79.6,124.1,3,152.05,133.15,532.6,31,-0.5680647467311556,-0.8229838658936565,8.0
2022-08-08,Jurong West,140.8,127.6,176.5,148.9,79.6,9,134.2,148.45,593.8,32,-0.663122658240795,-0.7485107481711013,3.0
2022-08-15,Jurong West,135.1,140.8,127.6,176.5,148.9,7,137.95,145.0,580.0,33,-0.7485107481711011,-0.6631226582407952,9.0
2022-08-22,Jurong West,92.8,135.1,140.8,127.6,176.5,4,113.94999999999999,124.075,496.3,34,-0.8229838658936564,-0.5680647467311559,7.0
2022-08-29,Jurong West,169.4,92.8,135.1,140.8,127.6,3,131.10000000000002,134.525,538.1,35,-0.8854560256532096,-0.4647231720437691,4.0
2022-09-05,Jurong West,202.7,169.4,92.8,135.1,140.8,9,186.05,150.0,600.0,36,-0.9350162426854147,-0.3546048870425359,3.0
2022-09-12,Jurong West,189.9,202.7,169.4,92.8,135.1,0,196.3,163.7,654.8,37,-0.970941817426052,-0.23931566428755774,9.0
2022-09-19,Jurong West,178.4,189.9,202.7,169.4,92.8,13,184.15000000000003,185.10000000000002,740.4000000000001,38,-0.992708874098054,-0.12053668025532357,0.0
2022-09-26,Jurong West,240.9,178.4,189.9,202.7,169.4,11,209.65000000000003,202.975,811.9,39,-1.0,-1.8369701987210297e-16,13.0
2022-10-03,Jurong West,194.0,240.9,178.4,189.9,202.7,12,217.45000000000002,200.8,803.2,40,-0.992708874098054,0.1205366802553232,11.0
2022-10-10,Jurong West,123.3,194.0,240.9,178.4,189.9,10,158.65,184.15,736.6,41,-0.9709418174260521,0.23931566428755738,12.0
2022-10-17,Jurong West,208.2,123.3,194.0,240.9,178.4,11,165.75,191.60000000000002,766.4000000000001,42,-0.9350162426854148,0.35460488704253557,10.0
2022-10-24,Jurong West,176.1,208.2,123.3,194.0,240.9,7,192.14999999999998,175.39999999999998,701.5999999999999,43,-0.8854560256532101,0.464723172043768,11.0
2022-10-31,Jurong West,132.5,176.1,208.2,123.3,194.0,10,154.3,160.02499999999998,640.0999999999999,44,-0.822983865893657,0.5680647467311548,7.0
2022-11-07,Jurong West,236.1,132.5,176.1,208.2,123.3,9,184.3,188.225,752.9,45,-0.7485107481711011,0.6631226582407952,10.0
2022-11-14,Jurong West,275.5,236.1,132.5,176.1,208.2,0,255.8,205.05,820.2,46,-0.6631226582407955,0.7485107481711007,9.0
2022-11-21,Jurong West,187.7,275.5,236.1,132.5,176.1,12,231.6,207.95,831.8,47,-0.5680647467311559,0.8229838658936564,0.0
2022-11-28,Jurong West,155.5,187.7,275.5,236.1,132.5,16,171.6,213.7,854.8,48,-0.4647231720437684,0.88545602565321,12.0
2022-12-05,Jurong West,160.4,155.5,187.7,275.5,236.1,15,157.95,194.775,779.1,49,-0.35460488704253595,0.9350162426854147,16.0
2022-12-12,Jurong West,280.1,160.4,155.5,187.7,275.5,7,220.25,195.925,783.7,50,-0.2393156642875578,0.970941817426052,15.0
2022-12-19,Jurong West,164.5,280.1,160.4,155.5,187.7,2,222.3,190.125,760.5,51,-0.12053668025532363,0.992708874098054,7.0
2022-12-26,Jurong West,167.5,164.5,280.1,160.4,155.5,11,166.0,193.125,772.5,52,6.432490598706546e-16,1.0,2.0
2023-01-02,Jurong West,292.5,167.5,164.5,280.1,160.4,9,230.0,226.15,904.6,1,0.12053668025532305,0.992708874098054,11.0
2023-01-09,Jurong West,227.2,292.5,167.5,164.5,280.1,6,259.85,212.925,851.7,2,0.23931566428755774,0.970941817426052,9.0
2023-01-16,Jurong West,219.7,227.2,292.5,167.5,164.5,13,223.45,226.725,906.9,3,0.3546048870425356,0.9350162426854148,6.0
2023-01-23,Jurong West,309.9,219.7,227.2,292.5,167.5,15,264.79999999999995,262.325,1049.3,4,0.4647231720437685,0.8854560256532099,13.0
2023-01-30,Jurong West,269.8,309.9,219.7,227.2,292.5,8,289.85,256.65,1026.6,5,0.5680647467311558,0.8229838658936564,15.0
2023-02-06,Jurong West,131.2,269.8,309.9,219.7,227.2,12,200.5,232.64999999999998,930.5999999999999,6,0.6631226582407952,0.7485107481711011,8.0
2023-02-13,Jurong West,157.9,131.2,269.8,309.9,219.7,5,144.55,217.2,868.8,7,0.7485107481711011,0.6631226582407953,12.0
2023-02-20,Jurong West,240.2,157.9,131.2,269.8,309.9,14,199.05,199.775,799.1,8,0.8229838658936564,0.5680647467311559,5.0
2023-02-27,Jurong West,121.8,240.2,157.9,131.2,269.8,14,181.0,162.77499999999998,651.0999999999999,9,0.8854560256532099,0.4647231720437686,14.0
2023-03-06,Jurong West,148.8,121.8,240.2,157.9,131.2,10,135.3,167.175,668.7,10,0.9350162426854148,0.35460488704253557,14.0
2023-03-13,Jurong West,191.1,148.8,121.8,240.2,157.9,16,169.95,175.475,701.9,11,0.970941817426052,0.23931566428755804,10.0
2023-03-20,Jurong West,234.8,191.1,148.8,121.8,240.2,6,212.95,174.125,696.5,12,0.992708874098054,0.120536680255323,16.0
2023-03-27,Jurong West,150.6,234.8,191.1,148.8,121.8,5,192.7,181.325,725.3,13,1.0,-1.6081226496766364e-16,6.0
2023-04-03,Jurong West,197.5,150.6,234.8,191.1,148.8,13,174.05,193.5,774.0,14,0.992708874098054,-0.12053668025532288,5.0
2023-04-10,Jurong West,158.8,197.5,150.6,234.8,191.1,4,178.15,185.425,741.7,15,0.9709418174260521,-0.2393156642875575,13.0
2023-04-17,Jurong West,222.4,158.8,197.5,150.6,234.8,12,190.60000000000002,182.325,729.3,16,0.9350162426854148,-0.35460488704253545,4.0
2023-04-24,Jurong West,183.3,222.4,158.8,197.5,150.6,8,202.85000000000002,190.50000000000003,762.0000000000001,17,0.8854560256532099,-0.4647231720437685,12.0
2023-05-01,Jurong West,142.6,183.3,222.4,158.8,197.5,3,162.95,176.77499999999998,707.0999999999999,18,0.8229838658936565,-0.5680647467311557,8.0
2023-05-08,Jurong West,242.0,142.6,183.3,222.4,158.8,8,192.3,197.575,790.3,19,0.7485107481711013,-0.663122658240795,3.0
2023-05-15,Jurong West,222.9,242.0,142.6,183.3,222.4,5,232.45,197.70000000000002,790.8000000000001,20,0.6631226582407952,-0.7485107481711012,8.0
2023-05-22,Jurong West,154.8,222.9,242.0,142.6,183.3,11,188.85000000000002,190.575,762.3,21,0.5680647467311558,-0.8229838658936564,5.0
2023-05-29,Jurong West,181.8,154.8,222.9,242.0,142.6,10,168.3,200.37500000000003,801.5000000000001,22,0.46472317204376906,-0.8854560256532096,11.0
2023-06-05,Jurong West,171.0,181.8,154.8,222.9,242.0,5,176.4,182.625,730.5,23,0.35460488704253584,-0.9350162426854147,10.0
2023-06-12,Jurong West,137.3,171.0,181.8,154.8,222.9,6,154.15,161.225,644.9,24,0.23931566428755768,-0.970941817426052,5.0
2023-06-19,Jurong West,107.6,137.3,171.0,181.8,154.8,18,122.45,149.425,597.7,25,0.12053668025532308,-0.992708874098054,6.0
2023-06-26,Jurong West,162.6,107.6,137.3,171.0,181.8,9,135.1,144.625,578.5,26,-3.216245299353273e-16,-1.0,18.0
2023-07-03,Jurong West,118.8,162.6,107.6,137.3,171.0,9,140.7,131.575,526.3,27,-0.12053668025532283,-0.992708874098054,9.0
2023-07-10,Jurong West,202.1,118.8,162.6,107.6,137.3,9,160.45,147.775,591.1,28,-0.23931566428755743,-0.9709418174260521,9.0
2023-07-17,Jurong West,122.1,202.1,118.8,162.6,107.6,4,162.1,151.4,605.6,29,-0.3546048870425356,-0.9350162426854148,9.0
2023-07-24,Jurong West,139.5,122.1,202.1,118.8,162.6,6,130.8,145.625,582.5,30,-0.46472317204376806,-0.8854560256532101,4.0
2023-07-31,Jurong West,172.1,139.5,122.1,202.1,118.8,8,155.8,158.95,635.8,31,-0.5680647467311556,-0.8229838658936565,6.0
2023-08-07,Jurong West,136.6,172.1,139.5,122.1,202.1,7,154.35000000000002,142.575,570.3,32,-0.663122658240795,-0.7485107481711013,8.0
2023-08-14,Jurong West,111.5,136.6,172.1,139.5,122.1,7,124.05000000000001,139.92499999999998,559.6999999999999,33,-0.7485107481711011,-0.6631226582407952,7.0
2023-08-21,Jurong West,126.9,111.5,136.6,172.1,139.5,4,119.20000000000002,136.77499999999998,547.0999999999999,34,-0.8229838658936564,-0.5680647467311559,7.0
2023-08-28,Jurong West,78.5,126.9,111.5,136.6,172.1,6,102.70000000000002,113.375,453.5,35,-0.8854560256532096,-0.4647231720437691,4.0
2023-09-04,Jurong West,139.2,78.5,126.9,111.5,136.6,4,108.85000000000001,114.02499999999999,456.09999999999997,36,-0.9350162426854147,-0.3546048870425359,6.0
2023-09-11,Jurong West,143.1,139.2,78.5,126.9,111.5,1,141.15,121.92500000000001,487.70000000000005,37,-0.970941817426052,-0.23931566428755774,4.0
2023-09-18,Jurong West,146.5,143.1,139.2,78.5,126.9,4,144.8,126.82499999999999,507.29999999999995,38,-0.992708874098054,-0.12053668025532357,1.0
2023-09-25,Jurong West,219.7,146.5,143.1,139.2,78.5,6,183.10000000000002,162.125,648.5,39,-1.0,-1.8369701987210297e-16,4.0
2023-10-02,Jurong West,172.5,219.7,146.5,143.1,139.2,5,196.10000000000002,170.45,681.8,40,-0.992708874098054,0.1205366802553232,6.0
2023-10-09,Jurong West,176.8,172.5,219.7,146.5,143.1,7,174.65000000000003,178.875,715.5,41,-0.9709418174260521,0.23931566428755738,5.0
2023-10-16,Jurong West,193.8,176.8,172.5,219.7,146.5,5,185.3,190.7,762.8,42,-0.9350162426854148,0.35460488704253557,7.0
2023-10-23,Jurong West,184.4,193.8,176.8,172.5,219.7,6,189.10000000000002,181.875,727.5,43,-0.8854560256532101,0.464723172043768,5.0
2023-10-30,Jurong West,198.5,184.4,193.8,176.8,172.5,5,191.45000000000002,188.375,753.5,44,-0.822983865893657,0.5680647467311548,6.0
2023-11-06,Jurong West,224.5,198.5,184.4,193.8,176.8,8,211.5,200.3,801.2,45,-0.7485107481711011,0.6631226582407952,5.0
2023-11-13,Jurong West,263.7,224.5,198.5,184.4,193.8,11,244.10000000000002,217.775,871.1,46,-0.6631226582407955,0.7485107481711007,8.0
2023-11-20,Jurong West,244.5,263.7,224.5,198.5,184.4,9,254.10000000000002,232.8,931.2,47,-0.5680647467311559,0.8229838658936564,11.0
2023-11-27,Jurong West,257.2,244.5,263.7,224.5,198.5,6,250.85000000000002,247.47500000000002,989.9000000000001,48,-0.4647231720437684,0.88545602565321,9.0
2023-12-04,Jurong West,275.1,257.2,244.5,263.7,224.5,5,266.15000000000003,260.125,1040.5,49,-0.35460488704253595,0.9350162426854147,6.0
2023-12-11,Jurong West,253.1,275.1,257.2,244.5,263.7,4,264.1,257.475,1029.9,50,-0.2393156642875578,0.970941817426052,5.0
2023-12-18,Jurong West,238.3,253.1,275.1,257.2,244.5,11,245.70000000000005,255.925,1023.7,51,-0.12053668025532363,0.992708874098054,4.0
2023-12-25,Jurong West,252.5,238.3,253.1,275.1,257.2,11,245.40000000000003,254.75,1019.0,52,6.432490598706546e-16,1.0,11.0
2024-01-01,Jurong West,199.4,252.5,238.3,253.1,275.1,15,225.95000000000005,235.82500000000002,943.3000000000001,1,0.12053668025532305,0.992708874098054,11.0
2024-01-08,Jurong West,261.3,199.4,252.5,238.3,253.1,9,230.35000000000002,237.875,951.5,2,0.23931566428755774,0.970941817426052,15.0
2024-01-15,Jurong West,290.0,261.3,199.4,252.5,238.3,9,275.65000000000003,250.8,1003.2,3,0.3546048870425356,0.9350162426854148,9.0
2024-01-22,Jurong West,301.0,290.0,261.3,199.4,252.5,18,295.5,262.925,1051.7,4,0.4647231720437685,0.8854560256532099,9.0
2024-01-29,Jurong West,273.7,301.0,290.0,261.3,199.4,15,287.35,281.5,1126.0,5,0.5680647467311558,0.8229838658936564,18.0
2024-02-05,Jurong West,219.6,273.7,301.0,290.0,261.3,10,246.64999999999998,271.075,1084.3,6,0.6631226582407952,0.7485107481711011,15.0
2024-02-12,Jurong West,133.2,219.6,273.7,301.0,290.0,17,176.39999999999998,231.875,927.5,7,0.7485107481711011,0.6631226582407953,10.0
2024-02-19,Jurong West,155.9,133.2,219.6,273.7,301.0,13,144.55,195.60000000000002,782.4000000000001,8,0.8229838658936564,0.5680647467311559,17.0
2024-02-26,Jurong West,184.5,155.9,133.2,219.6,273.7,3,170.2,173.3,693.2,9,0.8854560256532099,0.4647231720437686,13.0
2024-03-04,Jurong West,206.7,184.5,155.9,133.2,219.6,14,195.6,170.075,680.3,10,0.9350162426854148,0.35460488704253557,3.0
2024-03-11,Jurong West,219.1,206.7,184.5,155.9,133.2,10,212.89999999999998,191.55,766.2,11,0.970941817426052,0.23931566428755804,14.0
2024-03-18,Jurong West,95.7,219.1,206.7,184.5,155.9,14,157.4,176.49999999999997,705.9999999999999,12,0.992708874098054,0.120536680255323,10.0
2024-03-25,Jurong West,219.2,95.7,219.1,206.7,184.5,14,157.45,185.175,740.7,13,1.0,-1.6081226496766364e-16,14.0
2024-04-01,Jurong West,146.6,219.2,95.7,219.1,206.7,12,182.9,170.15,680.6,14,0.992708874098054,-0.12053668025532288,14.0
2024-04-08,Jurong West,214.2,146.6,219.2,95.7,219.1,13,180.4,168.92499999999998,675.6999999999999,15,0.9709418174260521,-0.2393156642875575,12.0
2024-04-15,Jurong West,128.9,214.2,146.6,219.2,95.7,9,171.55,177.22500000000002,708.9000000000001,16,0.9350162426854148,-0.35460488704253545,13.0
2024-04-22,Jurong West,145.6,128.9,214.2,146.6,219.2,8,137.25,158.825,635.3,17,0.8854560256532099,-0.4647231720437685,9.0
2024-04-29,Jurong West,124.4,145.6,128.9,214.2,146.6,9,135.0,153.27499999999998,613.0999999999999,18,0.8229838658936565,-0.5680647467311557,8.0
2024-05-06,Jurong West,212.9,124.4,145.6,128.9,214.2,19,168.65000000000003,152.95000000000002,611.8000000000001,19,0.7485107481711013,-0.663122658240795,9.0
2024-05-13,Jurong West,262.0,212.9,124.4,145.6,128.9,3,237.45000000000005,186.22500000000002,744.9000000000001,20,0.6631226582407952,-0.7485107481711012,19.0
2024-05-20,Jurong West,161.8,262.0,212.9,124.4,145.6,10,211.90000000000006,190.275,761.1,21,0.5680647467311558,-0.8229838658936564,3.0
2024-05-27,Jurong West,141.0,161.8,262.0,212.9,124.4,17,151.40000000000006,194.425,777.7,22,0.46472317204376906,-0.8854560256532096,10.0
2024-06-03,Jurong West,122.0,141.0,161.8,262.0,212.9,16,131.50000000000006,171.70000000000002,686.8000000000001,23,0.35460488704253584,-0.9350162426854147,17.0
2024-06-10,Jurong West,83.2,122.0,141.0,161.8,262.0,8,102.60000000000005,127.00000000000001,508.00000000000006,24,0.23931566428755768,-0.970941817426052,16.0
2024-06-17,Jurong West,110.7,83.2,122.0,141.0,161.8,7,96.95000000000006,114.22500000000002,456.9000000000001,25,0.12053668025532308,-0.992708874098054,8.0
2024-06-24,Jurong West,138.4,110.7,83.2,122.0,141.0,6,124.55000000000007,113.57500000000002,454.30000000000007,26,-3.216245299353273e-16,-1.0,7.0
2024-07-01,Jurong West,140.1,138.4,110.7,83.2,122.0,6,139.25000000000006,118.10000000000002,472.4000000000001,27,-0.12053668025532283,-0.992708874098054,6.0
2024-07-08,Jurong West,79.6,140.1,138.4,110.7,83.2,9,109.85000000000004,117.20000000000002,468.80000000000007,28,-0.23931566428755743,-0.9709418174260521,6.0
2024-07-15,Jurong West,89.7,79.6,140.1,138.4,110.7,5,84.65000000000003,111.95,447.8,29,-0.3546048870425356,-0.9350162426854148,9.0
2024-07-22,Jurong West,144.4,89.7,79.6,140.1,138.4,4,117.05000000000005,113.45000000000002,453.80000000000007,30,-0.46472317204376806,-0.8854560256532101,5.0
2024-07-29,Jurong West,92.8,144.4,89.7,79.6,140.1,4,118.60000000000005,101.62500000000001,406.50000000000006,31,-0.5680647467311556,-0.8229838658936565,4.0
2024-08-05,Jurong West,104.3,92.8,144.4,89.7,79.6,3,98.55000000000005,107.80000000000001,431.20000000000005,32,-0.663122658240795,-0.7485107481711013,4.0
2024-08-12,Jurong West,200.2,104.3,92.8,144.4,89.7,5,152.25000000000006,135.425,541.7,33,-0.7485107481711011,-0.6631226582407952,3.0
2024-08-19,Jurong West,100.4,200.2,104.3,92.8,144.4,5,150.30000000000007,124.42500000000001,497.70000000000005,34,-0.8229838658936564,-0.5680647467311559,5.0
2024-08-26,Jurong West,89.3,100.4,200.2,104.3,92.8,3,94.85000000000005,123.55000000000001,494.20000000000005,35,-0.8854560256532096,-0.4647231720437691,5.0
2024-09-02,Jurong West,109.8,89.3,100.4,200.2,104.3,7,99.55000000000005,124.92500000000001,499.70000000000005,36,-0.9350162426854147,-0.3546048870425359,3.0
2024-09-09,Jurong West,180.2,109.8,89.3,100.4,200.2,6,145.00000000000006,119.92500000000001,479.70000000000005,37,-0.970941817426052,-0.23931566428755774,7.0
2024-09-16,Jurong West,170.0,180.2,109.8,89.3,100.4,0,175.10000000000005,137.32500000000002,549.3000000000001,38,-0.992708874098054,-0.12053668025532357,6.0
2024-09-23,Jurong West,219.4,170.0,180.2,109.8,89.3,7,194.70000000000005,169.85000000000002,679.4000000000001,39,-1.0,-1.8369701987210297e-16,0.0
2024-09-30,Jurong West,224.4,219.4,170.0,180.2,109.8,6,221.90000000000006,198.50000000000003,794.0000000000001,40,-0.992708874098054,0.1205366802553232,7.0
2024-10-07,Jurong West,167.7,224.4,219.4,170.0,180.2,5,196.05000000000007,195.375,781.5,41,-0.9709418174260521,0.23931566428755738,6.0
2024-10-14,Jurong West,91.8,167.7,224.4,219.4,170.0,7,129.75000000000006,175.82500000000002,703.3000000000001,42,-0.9350162426854148,0.35460488704253557,5.0
2024-10-21,Jurong West,145.2,91.8,167.7,224.4,219.4,13,118.50000000000006,157.275,629.1,43,-0.8854560256532101,0.464723172043768,7.0
2024-10-28,Jurong West,100.4,145.2,91.8,167.7,224.4,7,122.80000000000005,126.275,505.1,44,-0.822983865893657,0.5680647467311548,13.0
2024-11-04,Jurong West,196.3,100.4,145.2,91.8,167.7,9,148.35000000000008,133.425,533.7,45,-0.7485107481711011,0.6631226582407952,7.0
2024-11-11,Jurong West,291.3,196.3,100.4,145.2,91.8,8,243.80000000000007,183.3,733.2,46,-0.6631226582407955,0.7485107481711007,9.0
2024-11-18,Jurong West,176.0,291.3,196.3,100.4,145.2,4,233.65000000000006,191.0,764.0,47,-0.5680647467311559,0.8229838658936564,8.0
2024-11-25,Jurong West,280.1,176.0,291.3,196.3,100.4,10,228.05000000000007,235.925,943.7,48,-0.4647231720437684,0.88545602565321,4.0
2024-12-02,Jurong West,181.1,280.1,176.0,291.3,196.3,13,230.60000000000008,232.12500000000003,928.5000000000001,49,-0.35460488704253595,0.9350162426854147,10.0
2024-12-09,Jurong West,179.0,181.1,280.1,176.0,291.3,5,180.05000000000007,204.05,816.2,50,-0.2393156642875578,0.970941817426052,13.0
2024-12-16,Jurong West,183.7,179.0,181.1,280.1,176.0,14,181.35000000000005,205.975,823.9,51,-0.12053668025532363,0.992708874098054,5.0
2024-12-23,Jurong West,203.7,183.7,179.0,181.1,280.1,5,193.70000000000005,186.875,747.5,52,6.432490598706546e-16,1.0,14.0
2022-01-31,Kallang,201.3,179.4,138.9,174.7,184.0,16,190.35000000000002,173.575,694.3,5,0.5680647467311558,0.8229838658936564,11.0
2022-02-07,Kallang,200.4,201.3,179.4,138.9,174.7,26,200.85000000000002,180.0,720.0,6,0.6631226582407952,0.7485107481711011,16.0
2022-02-14,Kallang,142.1,200.4,201.3,179.4,138.9,19,171.25,180.8,723.2,7,0.7485107481711011,0.6631226582407953,26.0
2022-02-21,Kallang,144.1,142.1,200.4,201.3,179.4,9,143.1,171.975,687.9,8,0.8229838658936564,0.5680647467311559,19.0
2022-02-28,Kallang,180.3,144.1,142.1,200.4,201.3,14,162.2,166.725,666.9,9,0.8854560256532099,0.4647231720437686,9.0
2022-03-07,Kallang,112.8,180.3,144.1,142.1,200.4,24,146.55,144.82500000000002,579.3000000000001,10,0.9350162426854148,0.35460488704253557,14.0
2022-03-14,Kallang,129.4,112.8,180.3,144.1,142.1,27,121.1,141.65,566.6,11,0.970941817426052,0.23931566428755804,24.0
2022-03-21,Kallang,157.4,129.4,112.8,180.3,144.1,25,143.39999999999998,144.975,579.9,12,0.992708874098054,0.120536680255323,27.0
2022-03-28,Kallang,173.7,157.4,129.4,112.8,180.3,21,165.55,143.32500000000002,573.3000000000001,13,1.0,-1.6081226496766364e-16,25.0
2022-04-04,Kallang,194.0,173.7,157.4,129.4,112.8,13,183.85,163.625,654.5,14,0.992708874098054,-0.12053668025532288,21.0
2022-04-11,Kallang,240.4,194.0,173.7,157.4,129.4,10,217.2,191.375,765.5,15,0.9709418174260521,-0.2393156642875575,13.0
2022-04-18,Kallang,254.9,240.4,194.0,173.7,157.4,16,247.65,215.75,863.0,16,0.9350162426854148,-0.35460488704253545,10.0
2022-04-25,Kallang,223.9,254.9,240.4,194.0,173.7,14,239.4,228.3,913.2,17,0.8854560256532099,-0.4647231720437685,16.0
2022-05-02,Kallang,150.4,223.9,254.9,240.4,194.0,23,187.15,217.4,869.6,18,0.8229838658936565,-0.5680647467311557,14.0
2022-05-09,Kallang,120.8,150.4,223.9,254.9,240.4,19,135.6,187.50000000000003,750.0000000000001,19,0.7485107481711013,-0.663122658240795,23.0
2022-05-16,Kallang,159.4,120.8,150.4,223.9,254.9,17,140.10000000000002,163.625,654.5,20,0.6631226582407952,-0.7485107481711012,19.0
2022-05-23,Kallang,169.8,159.4,120.8,150.4,223.9,17,164.60000000000002,150.10000000000002,600.4000000000001,21,0.5680647467311558,-0.8229838658936564,17.0
2022-05-30,Kallang,176.1,169.8,159.4,120.8,150.4,17,172.95000000000002,156.525,626.1,22,0.46472317204376906,-0.8854560256532096,17.0
2022-06-06,Kallang,125.9,176.1,169.8,159.4,120.8,25,151.0,157.8,631.2,23,0.35460488704253584,-0.9350162426854147,17.0
2022-06-13,Kallang,180.9,125.9,176.1,169.8,159.4,10,153.40000000000003,163.175,652.7,24,0.23931566428755768,-0.970941817426052,25.0
2022-06-20,Kallang,84.4,180.9,125.9,176.1,169.8,21,132.65000000000003,141.825,567.3,25,0.12053668025532308,-0.992708874098054,10.0
2022-06-27,Kallang,90.5,84.4,180.9,125.9,176.1,17,87.45000000000002,120.425,481.7,26,-3.216245299353273e-16,-1.0,21.0
2022-07-04,Kallang,138.0,90.5,84.4,180.9,125.9,19,114.25000000000001,123.45,493.8,27,-0.12053668025532283,-0.992708874098054,17.0
2022-07-11,Kallang,116.4,138.0,90.5,84.4,180.9,12,127.20000000000002,107.32499999999999,429.29999999999995,28,-0.23931566428755743,-0.9709418174260521,19.0
2022-07-18,Kallang,126.4,116.4,138.0,90.5,84.4,19,121.40000000000002,117.825,471.3,29,-0.3546048870425356,-0.9350162426854148,12.0
2022-07-25,Kallang,154.4,126.4,116.4,138.0,90.5,20,140.40000000000003,133.8,535.2,30,-0.46472317204376806,-0.8854560256532101,19.0
2022-08-01,Kallang,85.5,154.4,126.4,116.4,138.0,12,119.95000000000002,120.67500000000001,482.70000000000005,31,-0.5680647467311556,-0.8229838658936565,20.0
2022-08-08,Kallang,180.4,85.5,154.4,126.4,116.4,11,132.95000000000002,136.675,546.7,32,-0.663122658240795,-0.7485107481711013,12.0
2022-08-15,Kallang,119.5,180.4,85.5,154.4,126.4,8,149.95000000000002,134.95,539.8,33,-0.7485107481711011,-0.6631226582407952,11.0
2022-08-22,Kallang,120.7,119.5,180.4,85.5,154.4,16,120.10000000000002,126.525,506.1,34,-0.8229838658936564,-0.5680647467311559,8.0
2022-08-29,Kallang,177.3,120.7,119.5,180.4,85.5,13,149.00000000000003,149.47500000000002,597.9000000000001,35,-0.8854560256532096,-0.4647231720437691,16.0
2022-09-05,Kallang,201.3,177.3,120.7,119.5,180.4,10,189.30000000000004,154.7,618.8,36,-0.9350162426854147,-0.3546048870425359,13.0
2022-09-12,Kallang,191.0,201.3,177.3,120.7,119.5,8,196.15000000000003,172.575,690.3,37,-0.970941817426052,-0.23931566428755774,10.0
2022-09-19,Kallang,217.6,191.0,201.3,177.3,120.7,13,204.3,196.79999999999998,787.1999999999999,38,-0.992708874098054,-0.12053668025532357,8.0
2022-09-26,Kallang,221.7,217.6,191.0,201.3,177.3,13,219.65000000000003,207.9,831.6,39,-1.0,-1.8369701987210297e-16,13.0
2022-10-03,Kallang,178.4,221.7,217.6,191.0,201.3,16,200.05,202.17499999999998,808.6999999999999,40,-0.992708874098054,0.1205366802553232,13.0
2022-10-10,Kallang,151.2,178.4,221.7,217.6,191.0,16,164.8,192.22500000000002,768.9000000000001,41,-0.9709418174260521,0.23931566428755738,16.0
2022-10-17,Kallang,199.1,151.2,178.4,221.7,217.6,12,175.15000000000003,187.6,750.4,42,-0.9350162426854148,0.35460488704253557,16.0
2022-10-24,Kallang,201.9,199.1,151.2,178.4,221.7,10,200.50000000000003,182.64999999999998,730.5999999999999,43,-0.8854560256532101,0.464723172043768,12.0
2022-10-31,Kallang,131.1,201.9,199.1,151.2,178.4,12,166.50000000000003,170.825,683.3,44,-0.822983865893657,0.5680647467311548,10.0
2022-11-07,Kallang,272.3,131.1,201.9,199.1,151.2,19,201.70000000000005,201.1,804.4,45,-0.7485107481711011,0.6631226582407952,12.0
2022-11-14,Kallang,272.6,272.3,131.1,201.9,199.1,9,272.45000000000005,219.47500000000002,877.9000000000001,46,-0.6631226582407955,0.7485107481711007,19.0
2022-11-21,Kallang,192.7,272.6,272.3,131.1,201.9,10,232.65000000000003,217.175,868.7,47,-0.5680647467311559,0.8229838658936564,9.0
2022-11-28,Kallang,167.3,192.7,272.6,272.3,131.1,16,180.00000000000003,226.22500000000002,904.9000000000001,48,-0.4647231720437684,0.88545602565321,10.0
2022-12-05,Kallang,177.8,167.3,192.7,272.6,272.3,13,172.55000000000004,202.60000000000002,810.4000000000001,49,-0.35460488704253595,0.9350162426854147,16.0
2022-12-12,Kallang,323.4,177.8,167.3,192.7,272.6,21,250.60000000000002,215.3,861.2,50,-0.2393156642875578,0.970941817426052,13.0
2022-12-19,Kallang,201.1,323.4,177.8,167.3,192.7,14,262.25,217.39999999999998,869.5999999999999,51,-0.12053668025532363,0.992708874098054,21.0
2022-12-26,Kallang,153.2,201.1,323.4,177.8,167.3,31,177.15000000000003,213.875,855.5,52,6.432490598706546e-16,1.0,14.0
2023-01-02,Kallang,295.4,153.2,201.1,323.4,177.8,26,224.3,243.275,973.1,1,0.12053668025532305,0.992708874098054,31.0
2023-01-09,Kallang,228.9,295.4,153.2,201.1,323.4,17,262.15000000000003,219.65,878.6,2,0.23931566428755774,0.970941817426052,26.0
2023-01-16,Kallang,191.0,228.9,295.4,153.2,201.1,18,209.95000000000005,217.125,868.5,3,0.3546048870425356,0.9350162426854148,17.0
2023-01-23,Kallang,309.7,191.0,228.9,295.4,153.2,15,250.35000000000002,256.25,1025.0,4,0.4647231720437685,0.8854560256532099,18.0
2023-01-30,Kallang,240.7,309.7,191.0,228.9,295.4,20,275.20000000000005,242.575,970.3,5,0.5680647467311558,0.8229838658936564,15.0
2023-02-06,Kallang,137.7,240.7,309.7,191.0,228.9,23,189.20000000000002,219.775,879.1,6,0.6631226582407952,0.7485107481711011,20.0
